Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Temporada
M. Dufour,Matías Ezequiel Dufour Camacho,-69036,Defensor Sporting,Defensor Sporting,https://cdn5.wyscout.com/photos/team/public/465_120x120.png,Primera División,GK,GK,100,,0,,0,25.0,1999-02-24,200000,2024-12-31,34,3329,0,0.0,0,0.01,0.73,81.48,Uruguay,"['Uruguay', 'Italy']",right,187,74,False,2.16,0.05,100.0,0.38,100.0,0.03,0.04,0.0,2.08,3.23,0.0,3,0.08,0,0.0,0.05,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,66.67,0.19,71.43,0.0,0.0,0.0,12.14,0.19,0.16,20.22,84.89,11.19,75.6,0.03,0.0,13.57,97.21,6.65,59.76,31.16,48.84,0.0,0.03,0.03,0.0,0.0,0.0,0.03,1.62,55.0,0.05,0.0,0.14,40.0,0.0,0.0,5.16,71.73,97.01,8.14,27,0.73,118,3.19,14,77.12,30.88,0.8300000000000001,3.88,0.105,0.0,1.32,0.38,,,,0.0,0,0.0,2023
H. Magallanes,Hugo Alejandro Magallanes Silveira,373321,Racing,Racing,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,RCB,RCB,99,,0,,0,26.0,1997-08-26,350000,,34,3306,1,1.37,2,0.18,16.31,61.1,Uruguay,['Uruguay'],right,189,86,False,9.75,5.85,71.16,5.66,58.17,0.65,0.9,0.74,4.93,6.82,0.93,10,0.27,2,0.05,0.6000000000000001,0.03,1,0.03,0.04,0,0.0,19,0.52,15.79,5.263,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,72.0,1.74,60.94,0.71,0.52,0.16,10.43,0.33,0.63,23.11,73.03,13.2,61.65,0.6000000000000001,90.91,16.96,83.63,6.15,43.81,25.44,43.51,0.01,0.05,0.0,0.0,0.03,100.0,0.05,4.38,50.31,0.6000000000000001,13.64,0.35,38.46,0.08,0.0,6.5600000000000005,59.34,90.21,7.79,0,,0,,0,0.0,0.0,0.0,,,0.38,,5.66,0.05,0.0,0.0,0.0,0,0.0,2023
T. Palacios,Tiago Asael Palacios,-175113,Estudiantes,Torque,https://cdn5.wyscout.com/photos/team/public/102_120x120.png,Copa de la Liga Profesional,"CF, AMF, RWF",CF,25,AMF,20,RWF,19,22.0,2001-03-28,1000000,2027-12-31,35,3304,8,10.16,3,6.51,28.44,41.86,Argentina,"['Argentina', 'Uruguay']",left,165,61,False,4.98,5.5600000000000005,57.84,2.07,26.32,0.19,0.29,0.05,1.58,2.44,1.17,6,0.16,0,0.0,6.16,0.22,6,0.16,0.28,1,0.03,115,3.13,34.78,6.957,0.08,1.77,21.54,0.63,30.43,1.12,17.07,0.25,8.74,48.91,17.52,40.75,2.97,3.54,1.5,20.57,1.61,1.74,26.94,74.82,7.49,65.45,6.05,88.29,23.62,79.58,1.61,62.71,17.21,29.61,0.18,1.44,0.05,0.03,0.84,48.39,0.65,4.03,69.59,2.72,51.0,0.79,48.28,1.31,0.41,4.03,85.14,76.11,7.98,0,,0,,0,0.0,0.0,0.0,,,0.03,,2.07,0.63,0.25,22.22,1.74,2,100.0,2023
N. Rodríguez,Nicolás Alejandro Rodríguez Charquero,163043,Defensor Sporting,Defensor Sporting,https://cdn5.wyscout.com/photos/team/public/465_120x120.png,Primera División,LB,LB,80,,0,,0,32.0,1991-07-22,475000,,37,3295,1,1.18,7,6.1,15.62,57.87,Uruguay,['Uruguay'],right,183,79,False,8.74,6.66,67.21,2.68,56.12,0.46,0.72,0.05,3.8,5.88,0.85,5,0.14,1,0.03,3.28,0.03,1,0.03,0.03,0,0.0,14,0.38,42.86,7.143,0.19,4.42,34.57,3.55,34.62,0.85,35.48,0.71,2.43,61.8,4.21,48.05,0.33,1.17,0.44,22.18,2.02,0.68,34.58,69.04,15.57,62.98,3.47,91.34,23.05,82.46,7.46,46.89,25.18,38.7,0.17,1.72,0.0,0.03,0.11,75.0,0.44,7.29,56.55,4.23,39.35,0.44,25.0,0.27,1.8,10.49,71.35,72.44,11.99,0,,0,,0,0.0,0.0,0.0,,,0.41,,2.68,1.2,0.16,33.33,3.14,0,0.0,2023
O. Ebere,Osinachi Christian Ebere,425654,Nacional,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/554_120x120.png,Primera División,CF,CF,90,,0,,0,25.0,1998-04-04,750000,2024-12-31,35,3272,17,11.24,0,2.88,26.85,34.22,Nigeria,['Nigeria'],right,180,69,True,3.52,3.41,60.48,4.79,29.89,0.14,0.19,0.17,1.32,1.86,0.99,4,0.11,0,0.0,4.07,0.47,10,0.28,0.31,0,0.0,71,1.95,36.62,23.944,0.0,2.09,38.16,0.66,54.17,1.43,30.77,0.17,5.23,46.32,14.28,33.33,2.86,1.95,0.99,10.18,2.67,1.24,17.3,70.11,3.69,55.97,3.99,93.79,14.3,77.12,1.05,34.21,17.0,24.07,0.08,0.8,0.03,0.0,0.33,41.67,0.3,1.71,56.45,2.2,48.75,0.52,26.32,0.96,0.72,2.01,79.45,66.34,5.64,0,,0,,0,0.0,0.0,0.0,,,0.0,,4.79,0.03,0.03,0.0,0.03,7,100.0,2023
D. Denis,Emiliano Darío Denis Figueroa,199077,Cerro,Cerro,https://cdn5.wyscout.com/photos/team/public/986_120x120.png,Primera División,GK,GK,100,,0,,0,32.0,1991-12-16,300000,,33,3267,0,0.0,0,0.0,0.3,81.82,Uruguay,['Uruguay'],right,186,72,False,1.57,0.03,0.0,0.14,100.0,0.0,0.0,0.0,1.57,2.21,0.0,10,0.28,1,0.03,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,100.0,0.0,0.0,0.0,2.87,0.14,0.08,8.82,82.19,6.09,76.02,0.0,0.0,4.63,94.64,4.16,68.87,37.28,48.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,64.1,0.14,20.0,0.03,0.0,0.03,0.0,3.42,81.45,97.89,2.62,32,0.88,139,3.83,12,76.98,33.77,0.93,1.77,0.049,0.0,0.88,0.14,,,,0.0,0,0.0,2023
G. Rodríguez,Guzmán Rodríguez Ferrari,-146472,Peñarol,Boston River,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,"LCB, LCB3",LCB,42,LCB3,42,,0,24.0,2000-02-08,650000,2025-06-30,34,3261,1,2.09,1,0.0,16.12,55.14,Uruguay,['Uruguay'],right,185,78,False,10.96,6.29,66.23,4.44,57.76,0.08,0.12,0.8300000000000001,6.71,9.38,1.1,14,0.39,0,0.0,0.47,0.03,1,0.03,0.06,1,0.03,8,0.22,50.0,12.5,0.03,0.11,75.0,0.03,100.0,0.08,66.67,0.03,0.55,50.0,2.35,32.94,0.61,0.61,0.11,20.81,0.3,0.55,34.83,83.6,17.03,74.72,1.82,92.42,28.87,89.01,5.85,57.08,22.06,42.09,0.0,0.03,0.0,0.0,0.0,0.0,0.0,4.47,66.67,0.19,42.86,0.19,85.71,0.08,0.08,8.22,65.77,94.08,13.05,0,,0,,0,0.0,0.0,0.0,,,1.24,,4.44,0.06,0.0,0.0,0.0,1,0.0,2023
G. Nápoli,Gonzalo Nápoli Soria,474142,León,Liverpool,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,Liga MX,"LCMF3, LCMF",LCMF3,59,LCMF,22,,0,23.0,2000-05-08,600000,2024-12-31,39,3250,4,3.99,5,2.42,18.17,45.12,Uruguay,['Uruguay'],left,178,67,False,8.22,6.45,57.94,3.21,31.9,0.25,0.38,0.17,4.24,6.41,0.72,6,0.17,1,0.03,2.08,0.11,4,0.11,0.11,0,0.0,46,1.27,43.48,8.696,0.14,0.94,29.41,0.6900000000000001,28.0,0.22,25.0,0.14,2.52,45.05,5.95,38.14,1.14,1.14,0.66,25.53,1.05,1.25,36.39,83.11,10.3,75.27,6.7,95.87,33.45,86.01,2.08,60.0,15.87,25.62,0.07,0.78,0.03,0.03,0.25,44.44,0.22,4.24,72.55,1.77,51.56,0.36,38.46,0.86,0.28,5.34,73.58,83.03,12.07,0,,0,,0,0.0,0.0,0.0,,,0.11,,3.21,0.58,0.14,20.0,1.86,0,0.0,2023
R. Rabino,Renzo Facundo Rabino Albín,430704,Cerro Largo,Cerro Largo,https://cdn5.wyscout.com/photos/team/public/1319_120x120.png,Primera División,"LB5, LWB, LB",LB5,34,LWB,28,LB,20,26.0,1997-12-19,300000,,33,3235,0,1.1,1,2.28,16.97,50.98,Uruguay,['Uruguay'],left,176,65,False,10.02,7.82,61.57,2.67,43.75,0.58,0.84,0.14,4.62,6.66,0.78,5,0.14,0,0.0,1.11,0.0,0,0.0,0.03,0,0.0,15,0.42,6.67,0.0,0.03,1.5,24.07,1.45,23.08,0.06,50.0,0.17,1.67,38.33,4.31,40.0,0.81,0.53,0.11,9.71,1.09,1.2,18.33,65.1,8.76,55.56,2.14,88.31,12.96,74.03,3.95,51.41,21.61,35.45,0.06,0.47,0.03,0.03,0.08,100.0,0.11,3.92,58.16,1.53,34.55,0.31,36.36,0.31,0.31,5.12,64.13,69.94,4.8100000000000005,0,,0,,0,0.0,0.0,0.0,,,0.06,,2.67,0.56,0.0,0.0,0.64,0,0.0,2023
F. Cerro,Francisco Javier Cerro,81517,Wanderers,Wanderers,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,"LDMF, LCMF3, LCMF",LDMF,47,LCMF3,13,LCMF,13,36.0,1988-02-09,100000,,34,3207,1,1.06,1,1.54,14.23,48.52,Argentina,['Argentina'],right,179,71,False,7.52,5.67,53.96,2.08,48.65,0.98,1.48,0.22,3.48,5.25,1.23,11,0.31,1,0.03,1.07,0.03,1,0.03,0.03,0,0.0,17,0.48,41.18,5.882,0.03,0.31,36.36,0.11,25.0,0.2,42.86,0.0,1.09,51.28,4.15,44.59,0.22,0.9,0.22,34.15,0.7000000000000001,1.18,50.4,85.08,17.46,73.79,6.43,95.2,44.51,89.16,5.61,55.0,18.24,34.38,0.04,0.53,0.03,0.0,0.31,63.64,0.2,8.95,75.55,2.02,45.83,0.9,50.0,0.87,0.11,8.03,77.27,91.14,18.69,0,,0,,0,0.0,0.0,0.0,,,0.45,,2.08,0.0,0.0,0.0,0.0,0,0.0,2023
S. Brunelli,Santiago Brunelli Llorca,448636,,River Plate,,,"LCB, RCB3",LCB,73,RCB3,20,,0,25.0,1998-05-15,400000,,34,3181,2,2.81,0,0.41,15.08,60.23,Uruguay,['Uruguay'],right,190,84,False,9.14,6.0,69.81,4.39,54.19,0.11,0.17,0.54,4.84,7.22,0.91,9,0.25,1,0.03,0.42,0.06,2,0.06,0.08,1,0.03,19,0.54,52.63,10.526,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.03,0.2,71.43,1.41,48.0,0.85,0.42,0.06,30.25,0.45,0.34,44.84,86.75,16.47,77.32,3.14,93.69,38.99,91.73,5.66,55.5,21.89,39.2,0.01,0.11,0.0,0.0,0.0,0.0,0.08,3.4,65.0,0.25,33.33,0.17,33.33,0.17,0.0,7.44,58.56,94.19,21.42,0,,0,,0,0.0,0.0,0.0,,,2.24,,4.39,0.03,0.03,100.0,0.0,0,0.0,2023
E. García,Emiliano Martín García Tellechea,99752,Wanderers,Wanderers,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,RCB,RCB,97,,0,,0,34.0,1989-11-26,200000,,33,3141,0,1.37,0,0.58,13.61,57.89,Uruguay,"['Uruguay', 'Spain']",right,186,84,False,9.66,5.07,71.19,4.87,55.88,0.54,0.81,0.8,5.5,8.16,0.6900000000000001,7,0.2,1,0.03,0.32,0.0,0,0.0,0.04,0,0.0,13,0.37,7.69,0.0,0.0,0.14,40.0,0.03,0.0,0.11,50.0,0.03,0.37,61.54,1.72,41.67,0.6000000000000001,0.72,0.0,29.89,0.32,0.49,48.54,82.29,24.99,74.08,1.72,86.67,35.27,91.39,13.12,58.3,25.7,41.2,0.02,0.11,0.0,0.0,0.0,0.0,0.03,8.97,62.62,0.97,35.29,0.72,24.0,0.34,0.11,14.38,73.71,92.79,19.08,0,,0,,0,0.0,0.0,0.0,,,1.15,,4.87,0.03,0.03,0.0,0.0,0,0.0,2023
D. Sosa,Diego Alejandro Sosa,459418,Peñarol,Racing,https://cdn5.wyscout.com/photos/team/public/579_120x120.png,Primera División,LB,LB,95,,0,,0,26.0,1997-07-28,125000,2024-12-31,34,3138,1,1.03,1,2.99,11.04,54.81,Argentina,['Argentina'],left,177,72,True,8.89,5.51,67.19,1.06,48.65,0.17,0.25,0.2,5.02,7.31,0.32,1,0.03,0,0.0,1.86,0.03,1,0.03,0.03,0,0.0,23,0.66,34.78,4.348,0.03,3.07,32.71,3.01,32.38,0.06,50.0,0.23,1.09,57.89,2.58,35.56,0.6900000000000001,0.43,0.23,24.58,1.81,0.4,39.03,79.72,14.91,71.15,5.48,96.34,29.57,89.52,6.6,56.52,21.21,37.36,0.09,0.72,0.0,0.0,0.06,0.0,0.34,4.59,70.0,2.72,34.74,0.34,25.0,0.17,0.92,8.63,72.76,80.36,12.85,0,,0,,0,0.0,0.0,0.0,,,0.43,,1.06,0.54,0.11,50.0,0.6900000000000001,0,0.0,2023
E. Castillo,Enzo Castillo Sosa,-100201,Cerro Largo,La Luz,https://cdn5.wyscout.com/photos/team/public/1319_120x120.png,Primera División,"LB, LB5, LWB",LB,38,LB5,23,LWB,14,23.0,2000-12-23,400000,,34,3136,0,2.5700000000000003,0,1.31,22.76,57.88,Uruguay,['Uruguay'],left,171,65,False,13.4,8.87,63.75,5.11,67.42,1.43,2.06,0.2,6.31,9.07,1.66,11,0.32,1,0.03,2.27,0.0,0,0.0,0.07,0,0.0,41,1.18,24.39,0.0,0.0,1.43,36.0,0.98,38.24,0.4,28.57,0.23,2.7,54.26,5.48,47.12,0.86,0.98,0.43,9.64,0.89,0.89,23.16,60.84,13.29,57.24,1.87,80.0,16.13,67.79,5.68,46.97,23.76,41.11,0.04,0.43,0.03,0.03,0.11,0.0,0.23,5.51,54.69,1.84,35.94,0.55,5.26,0.4,0.4,7.43,62.93,68.57,6.03,0,,0,,0,0.0,0.0,0.0,,,0.29,,5.11,0.06,0.0,0.0,0.03,0,0.0,2023
M. Samudio,Miguel Ángel Ramón Samudio,23736,Liverpool,Liverpool,https://cdn5.wyscout.com/photos/team/public/977_120x120.png,Primera División,LB,LB,91,,0,,0,37.0,1986-08-24,50000,,33,3117,2,1.34,4,3.01,12.36,53.74,Paraguay,['Paraguay'],left,175,76,False,9.18,6.64,60.87,1.56,46.3,0.98,1.45,0.26,4.16,6.14,0.9,10,0.29,1,0.03,1.91,0.06,2,0.06,0.04,0,0.0,23,0.66,30.43,8.696,0.12,2.92,35.64,2.89,35.0,0.0,0.0,0.26,0.98,67.65,2.22,48.05,0.58,1.27,0.29,22.09,1.93,0.6900000000000001,32.66,70.65,15.48,61.19,3.06,96.23,22.0,82.81,7.85,48.53,22.86,38.0,0.09,0.81,0.0,0.0,0.09,0.0,0.4,6.27,60.37,3.06,45.28,0.61,28.57,0.49,1.07,9.47,74.09,77.59,10.31,0,,0,,0,0.0,0.0,0.0,,,0.46,,1.56,0.38,0.29,30.0,0.09,0,0.0,2023
A. Medina,Alan Damián Medina Silva,-89199,León,Liverpool,https://cdn5.wyscout.com/photos/team/public/3282_120x120.png,Liga MX,"LWF, LW, RW",LWF,42,LW,20,RW,10,25.0,1998-04-10,1100000,,38,3110,7,7.34,2,3.5700000000000003,21.21,44.2,Uruguay,['Uruguay'],right,170,71,False,6.77,5.9,58.33,2.23,32.47,0.61,0.94,0.06,2.72,4.21,1.45,7,0.2,0,0.0,4.25,0.2,4,0.12,0.21,0,0.0,65,1.88,32.31,10.769,0.06,2.86,32.32,1.22,33.33,1.65,31.58,0.35,4.72,53.37,10.65,41.3,2.11,1.56,0.75,20.17,2.26,1.3,28.33,76.0,7.09,65.31,4.46,89.61,22.17,83.16,3.44,65.55,19.9,34.47,0.1,1.1,0.12,0.03,0.49,41.18,0.49,4.31,71.81,3.44,51.26,0.9,38.71,1.07,1.07,5.18,81.01,76.72,12.18,0,,0,,0,0.0,0.0,0.0,,,0.09,,2.23,0.67,0.12,25.0,1.16,4,75.0,2023
J. Álvez,Juan Daniel Álvez Ortiz,24230,Fénix,Fénix,https://cdn5.wyscout.com/photos/team/public/987_120x120.png,Primera División,"RCB3, RB, RCB",RCB3,40,RB,36,RCB,12,40.0,1983-08-21,25000,,34,3074,0,0.12,1,0.36,13.75,64.69,Uruguay,['Uruguay'],right,173,68,False,10.35,8.23,71.06,1.48,40.82,0.06,0.08,0.45,4.43,6.16,0.45,2,0.06,0,0.0,0.45,0.0,0,0.0,0.0,0,0.0,1,0.03,0.0,0.0,0.03,0.36,41.67,0.0,0.0,0.36,41.67,0.03,0.27,100.0,1.72,61.4,0.18,0.12,0.06,10.68,0.36,1.0,21.9,77.41,12.64,69.93,1.57,92.31,17.04,85.13,4.52,50.67,19.95,32.67,0.01,0.27,0.03,0.0,0.06,50.0,0.09,3.38,66.07,0.54,50.0,0.18,33.33,0.12,0.15,5.79,66.67,88.24,5.64,0,,0,,0,0.0,0.0,0.0,,,0.54,,1.48,0.0,0.0,0.0,0.0,0,0.0,2023
S. Silva,Santiago Ibraim Silva Azambuja,-67997,Boston River,Boston River,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,GK,GK,100,,0,,0,24.0,1999-05-11,500000,2024-12-31,31,3052,0,0.0,0,0.0,0.8300000000000001,75.0,Uruguay,['Uruguay'],right,190,78,False,1.83,0.09,66.67,0.41,78.57,0.0,0.0,0.0,1.77,2.48,0.03,1,0.03,0,0.0,0.06,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.24,75.0,0.0,0.0,0.03,8.96,0.21,0.27,16.84,84.59,10.91,77.57,0.0,0.0,10.06,96.19,6.75,67.69,33.56,49.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,54.84,0.0,0.0,0.06,50.0,0.0,0.0,5.87,75.88,98.87,5.22,39,1.15,153,4.51,10,74.51,45.65,1.35,6.65,0.196,0.0,1.3,0.41,,,,0.0,0,0.0,2023
L. Rodríguez,Lucas Guzmán Rodríguez Cardoso,352999,Racing,Cerro,https://cdn5.wyscout.com/photos/team/public/1320_120x120.png,Primera División,"LCMF, RCMF, LCMF3",LCMF,29,RCMF,17,LCMF3,17,30.0,1993-05-08,300000,,35,3039,5,5.03,3,1.56,24.23,45.97,Uruguay,['Uruguay'],right,170,62,False,12.17,9.92,62.39,3.41,29.57,0.33,0.46,0.15,5.66,7.93,1.54,13,0.38,1,0.03,2.01,0.15,5,0.15,0.15,0,0.0,46,1.36,32.61,10.87,0.09,1.3,22.73,0.5,23.53,0.74,24.0,0.15,2.67,44.44,7.43,35.06,1.78,0.86,0.36,15.4,0.8300000000000001,1.1,28.96,74.23,11.55,66.15,3.08,87.5,24.4,79.25,3.32,57.14,18.33,29.81,0.05,0.44,0.0,0.0,0.18,50.0,0.21,4.71,66.67,1.21,36.59,0.15,20.0,0.3,0.27,5.6,61.38,82.26,9.18,0,,0,,0,0.0,0.0,0.0,,,0.0,,3.41,0.06,0.0,0.0,0.24,1,0.0,2023
H. Ruíz Díaz,Haibrany Nick Ruíz Díaz Minervino,199076,Deportivo Táchira,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/988_120x120.png,Primera División,"RCB, RB, RCB3",RCB,38,RB,23,RCB3,17,31.0,1992-08-31,325000,,32,3038,0,1.6800000000000002,0,0.12,12.68,59.11,Uruguay,['Uruguay'],right,177,70,True,8.68,4.12,64.75,3.76,55.91,0.59,0.8300000000000001,0.53,5.42,7.55,0.77,6,0.18,0,0.0,0.44,0.0,0,0.0,0.05,0,0.0,15,0.44,13.33,0.0,0.0,0.56,15.79,0.0,0.0,0.53,16.67,0.15,0.56,52.63,1.93,55.38,0.5,0.44,0.33,14.84,0.24,1.13,27.55,76.34,14.07,66.95,2.04,89.86,20.41,82.44,6.58,62.61,23.04,36.95,0.0,0.12,0.03,0.03,0.06,0.0,0.0,5.01,60.36,0.8300000000000001,28.57,0.12,75.0,0.15,0.09,8.12,65.69,86.38,8.92,0,,0,,0,0.0,0.0,0.0,,,0.71,,3.76,0.06,0.0,0.0,0.0,0,0.0,2023
N. Fonseca,Nicolás Fonseca,-61534,River Plate,Wanderers,https://cdn5.wyscout.com/photos/team/public/99_120x120.png,Copa de la Liga Profesional,"RDMF, DMF, LDMF",RDMF,43,DMF,29,LDMF,13,25.0,1998-10-19,400000,,33,3021,0,0.43,2,2.16,17.87,56.0,Italy,"['Italy', 'Uruguay']",right,181,75,False,11.95,8.61,64.01,2.44,54.88,0.8,1.21,0.45,5.63,8.44,1.31,15,0.45,0,0.0,1.13,0.0,0,0.0,0.01,0,0.0,26,0.77,3.85,0.0,0.06,0.63,57.14,0.24,62.5,0.3,50.0,0.06,0.8,66.67,4.23,47.18,0.21,0.45,0.09,36.61,0.12,1.19,53.03,85.9,19.72,74.62,6.52,96.8,46.92,89.27,5.51,60.0,19.2,37.71,0.06,1.01,0.03,0.0,0.51,41.18,0.21,10.16,73.31,1.91,56.25,0.8300000000000001,39.29,0.71,0.42,9.74,79.51,93.1,19.87,0,,0,,0,0.0,0.0,0.0,,,0.86,,2.44,1.07,0.03,0.0,1.13,0,0.0,2023
M. Arezo,Douglas Matías Arezo Martínez,-57218,Granada,Peñarol,https://cdn5.wyscout.com/photos/team/public/1202_120x120.png,LaLiga,CF,CF,93,,0,,0,21.0,2002-11-21,7000000,2026-06-30,33,2962,17,18.54,3,2.8,21.33,35.47,Uruguay,['Uruguay'],right,180,70,False,3.71,3.07,57.43,5.77,37.89,0.33,0.55,0.03,1.61,2.64,1.67,11,0.33,0,0.0,3.22,0.52,15,0.46,0.56,4,0.12,142,4.31,38.73,11.972,0.09,1.46,25.0,0.46,26.67,0.97,21.88,0.27,3.01,37.37,8.05,29.81,4.77,1.0,0.33,12.85,2.43,0.55,17.74,67.47,4.62,58.55,3.19,88.57,14.74,73.61,1.64,48.15,16.39,29.72,0.09,0.55,0.03,0.06,0.12,50.0,0.24,2.46,59.26,1.73,45.61,0.24,37.5,1.0,0.36,1.94,76.56,63.98,5.65,0,,0,,0,0.0,0.0,0.0,,,0.0,,5.77,0.33,0.3,10.0,0.15,5,40.0,2023
M. Risso,Mario Pablo Risso Caffiro,55869,Wanderers,Wanderers,https://cdn5.wyscout.com/photos/team/public/662_120x120.png,Primera División,LCB,LCB,89,,0,,0,35.0,1988-01-31,50000,,32,2951,1,0.75,0,0.26,14.12,65.23,Uruguay,"['Uruguay', 'Italy']",right,193,87,False,10.28,5.4,74.58,5.52,62.43,0.52,0.76,0.85,5.73,8.37,0.95,11,0.34,0,0.0,0.3,0.03,1,0.03,0.02,0,0.0,7,0.21,42.86,14.286,0.0,0.06,50.0,0.0,0.0,0.06,50.0,0.0,0.18,100.0,0.58,68.42,0.24,0.3,0.0,24.31,0.27,0.46,38.4,86.1,15.34,75.94,1.16,92.11,33.06,90.68,5.28,57.8,22.49,40.61,0.01,0.09,0.0,0.03,0.0,0.0,0.0,3.78,58.87,0.37,8.33,0.09,0.0,0.03,0.03,6.25,63.41,95.05,19.09,0,,0,,0,0.0,0.0,0.0,,,0.8200000000000001,,5.52,0.0,0.0,0.0,0.0,0,0.0,2023
E. Beltrán,Emanuel Tomás Beltrán Bardas,498555,Boston River,Boston River,https://cdn5.wyscout.com/photos/team/public/1750_120x120.png,Primera División,"RB, RWB, RB5",RB,46,RWB,28,RB5,19,26.0,1998-01-23,400000,,31,2949,1,1.41,1,2.33,16.66,52.01,Uruguay,['Uruguay'],right,181,79,False,9.37,6.84,58.93,3.17,52.88,0.34,0.46,0.27,5.01,6.8100000000000005,1.07,8,0.24,0,0.0,2.72,0.03,1,0.03,0.04,0,0.0,22,0.67,27.27,4.545,0.03,2.53,32.53,0.06,0.0,2.44,32.5,0.21,2.59,58.82,4.7,47.4,1.19,1.19,0.43,18.22,1.46,0.58,28.5,72.06,12.12,68.01,3.08,90.1,21.73,81.18,4.46,47.95,21.01,36.39,0.07,0.89,0.0,0.03,0.37,50.0,0.37,5.74,67.55,2.53,43.37,0.7000000000000001,47.83,0.61,0.79,7.87,78.29,71.58,8.48,0,,0,,0,0.0,0.0,0.0,,,0.21,,3.17,0.0,0.0,0.0,0.0,0,0.0,2023
G. Camargo,Gonzalo Daniel Camargo Pintos,252603,Rampla Juniors,Wanderers,https://cdn5.wyscout.com/photos/team/public/982_120x120.png,Primera División,LB,LB,100,,0,,0,33.0,1991-02-16,300000,,34,2916,0,1.28,2,2.06,18.86,51.39,Uruguay,['Uruguay'],left,173,73,False,10.77,9.32,65.23,2.84,34.78,0.19,0.27,0.19,4.51,6.68,0.99,12,0.37,0,0.0,1.3,0.0,0,0.0,0.04,0,0.0,10,0.31,40.0,0.0,0.06,2.1,29.41,2.07,29.85,0.0,0.0,0.19,0.96,51.61,4.01,40.0,1.02,1.05,0.31,24.69,1.6,0.86,36.11,75.47,15.43,66.6,4.97,93.17,28.09,85.38,6.02,44.62,18.92,31.03,0.06,0.37,0.03,0.03,0.09,66.67,0.22,5.22,66.27,1.76,35.09,0.43,28.57,0.28,0.62,8.77,64.44,78.83,9.48,0,,0,,0,0.0,0.0,0.0,,,0.31,,2.84,0.06,0.0,0.0,0.0,0,0.0,2023
